ÅÅÃû,ËÑË÷´Ê,ËÑË÷ÈËÆø,Ïà¹ØËÑË÷´ÊÊý,µã»÷ÂÊ,µã»÷ÈËÆø,Ö§¸¶×ª»¯ÂÊ,Ö±Í¨³µ²Î¿¼¼Û,ÈÕÆÚ£º20170628,ÈÕÆÚ£º20170629,ÈÕÆÚ£º20170630,ÈÕÆÚ£º20170701,ÈÕÆÚ£º20170702,ÈÕÆÚ£º20170703,ÈÕÆÚ£º20170704
337,Ç××Ó×°,69,1,0.1176,23,0,0,,284,,,,,337
338,ÔÓÖ¾,69,1,0.3333,10,0,0,,,,317,,,338
339,´ÐÍ·,69,1,1.4167,10,0,0,,,,,216,,339
340,Öñ¸Í,69,1,2.4167,35,0,0,,,,,265,,340
341,Ë¯ÒÂ,69,1,1.8,35,0,0,174,,,,,,341
342,Åä¼þ,69,1,0.5882,10,0,0,268,,207,,,,342
343,éª,69,1,1.5556,10,0,0,,,,,,,343
344,Öé×Ó,69,1,0.68,35,0,0,337,301,301,242,308,332,344
345,Ë¿½í,69,1,1.4,58,0,0,,,,297,,,345
346,º«¾ç,69,1,0.8095,47,0,0,,330,,,,,346
347,Ä¾ÃÞ»¨,69,1,0,0,0,0,,334,,,,,347
348,Ñà,69,1,4.0526,58,0.2,0,300,,,,,,348
