ÅÅÃû,ËÑË÷´Ê,ËÑË÷ÈËÆø,Ïà¹ØËÑË÷´ÊÊý,µã»÷ÂÊ,µã»÷ÈËÆø,Ö§¸¶×ª»¯ÂÊ,Ö±Í¨³µ²Î¿¼¼Û,ÈÕÆÚ£º20161206,ÈÕÆÚ£º20161207,ÈÕÆÚ£º20161208,ÈÕÆÚ£º20161209,ÈÕÆÚ£º20161210,ÈÕÆÚ£º20161211,ÈÕÆÚ£º20161212
337,½ÅµÅ,69,1,0.7143,58,0,0,,,,270,,271,337
338,¹ÒÊÎ,69,1,0.1,10,0,0,,,,,,,338
339,Ïð½º,69,1,0.1538,10,0,0,,,,,,,339
340,fm,69,1,0.8837,58,0.8,0,,280,,,,,340
341,±³´ü,69,1,0.5122,58,0,0,,,,,,,341
342,Ð¬×Ó,69,1,0.1053,10,0,0,224,267,160,251,,82,342
343,Êø¿ã,69,1,0.0833,10,0,0,,,,282,,,343
344,¹Å×°,69,1,0.0667,10,0,0,,,276,,,,344
345,ºÚË¿,69,1,0.0667,10,0,0,,,,,297,,345
346,Ëø¿Û,69,1,0.1579,10,0,0,,,,,,,346
347,ÈýÎÆÓã,69,1,1.8431,47,0.25,0,201,,,81,,,347
348,´ó¶¹,58,1,4.9091,58,0,0,,,,,,,348
349,´óÃ×,58,1,4.7,47,0,0,,,,,,,349
350,èë,58,1,1.0833,58,0,0,,,,,,,350
351,ÉÀ,58,1,0.1538,10,0,0,282,,,298,273,,351
352,ÒÏ,58,1,5.2,47,0,0,,,,,,263,352
353,¹«×Ð,58,1,0.931,47,0.5,0,,,,,,,353
354,´ÐÍ·,58,1,2.1667,35,0,0,,,,,,,354
355,Î÷¹Ï,58,1,1.5385,35,0,0,,,,,,,355
356,Å£×ÐÈ¹,58,3,0.1818,23,0,0,278,190,104,136,299,253,356
357,ÄÚÒÂ,58,1,0.6154,23,0.5,0,,185,143,211,247,,357
358,ÂÌ²è,47,1,2.3636,47,0,0,251,233,280,264,,,358
359,ÍÜ,47,1,0.5,23,0.5,0,257,,,255,,,359
360,½Û×Ó,47,1,0.1111,10,0,0,263,284,,,302,,360
361,°ôÇò,47,1,0.4667,23,0.5,0,,,,242,,197,361
362,µØÍ¼Óã,47,1,0.7778,23,0,0,,,,,,,362
363,±­×Ó,47,1,2,47,0,0,,,,,,,363
364,×Ö¿â,23,1,0.25,23,0,0,,,,,,,364
365,É³,23,1,0.75,23,0.5,0,,,231,,280,301,365
366,ÃÞÒÂ,10,2,2.8333,10,0,0.68,266,296,295,190,243,120,366
367,¾Æ,10,1,2.5294,10,0,0,,178,275,,246,219,367
368,°åÐ¬,0,1,0,0,0,0,,,,,266,171,368
369,Ã«Â¿,0,1,0,0,0,0,285,293,292,297,305,331,369
370,ÃÞ°À,0,2,0,0,0,0,289,145,156,301,107,193,370
371,µ¥Ð¬,0,2,0,0,0,0,290,297,,302,307,332,371
372,ÂíÌã,0,1,0,0,0,0,,299,298,304,308,334,372
373,Åû¼ç,0,1,0,0,0,0,,,,,,,373
